Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng
Jadah Wajik Warjono;Membuat Wajik Dengan Bahan Ketan;Laweyan;Mutihan ;Lain-lain;-7.5466748;110.8291731
Salon Heni;Jasa Salon Kecantikan Dan Potong Rambut;Banjarsari;Bibis Wetan ;Kuliner;-7.5661752;110.7893516
Es Degan Putri;Menjual Es Degan;Banjarsari;Bibis Wetan;Kuliner;-7.5558288;110.8369473
Wedangan Bang Vijai;Jual Es Teh, Gorengan, Nasi Bungkus Dll;Laweyan;Mutihan;Lain-lain;-7.5572233;110.8353708
Jual Alat Tulis Sutiman;Jualan Alat-Alat Tulis Seperti Buku, Pensil, Penggaris, Folio Dll Secara Grosir;Banjarsari;Cinderejo Lor;Lain-lain;-7.5662347;110.7890431
Kelontong Haryanti;Jual Beli  Air Minum Kemasan, Mie Instan Dll;Banjarsari;Cinderejo Lor;Kuliner;-7.5530886;110.8269427
Nasi Goreng Pak Waluyo;Memasak Nasi Goreng.;Pasar Kliwon;Kedung Lumbu ;Fashion;-7.5529283;110.8262234
Jasa Menjahit Baju Laki Perempuan;Menjahit Kemeja Dan Blouse;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Fashion;-7.5702852;110.8353672
Penjahit Yulia;Menerima Jahitan;Banjarsari;Bibis Wetan;Kuliner;-7.5371803;110.8298185
Bakso Cilok & Bakso Bakar;Menjual Bakso Cilok & Bakar;Banjarsari;Jl. Hasanudin 117 Rt.01/01;Lain-lain;-7.5541327;110.8346531
Jasa Reparasi Mobil;Jasa Reparasi Mobil;Banjarsari;Cinderejo Lor;Kuliner;-7.5577978;110.8190323
Pempek -Pempek Palembang;Jual Beli Empek- Empek-.;Laweyan;Mutihan;Lain-lain;-7.5529013;110.8259565
Kelontong Bu Saryanik;Toko Kelontong Yang Menjual Kebutuhan Pokok Sehari-Hari Didalam Rumah;Banjarsari;Cinderejolor;Lain-lain;-7.5662981;110.7891421
Usaha Sprei;Membuat  Aneka Sprei, Sarung Bantal,Guling,Bad Cover Dll;Banjarsari;Timuran;Kuliner;-7.5528996;110.8259543
Warung Makan Bu Tatik;Menyajikan Makan Dan Minum;Banjarsari;Sumber;Kuliner;-7.5682386;110.8191416
Warung Bubur Mbak Hari;Menjual Bubur, Nasi Liwet, Es Teh, Es Jeruk Di Rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5492511;110.8055239
Menjahit;Jasa Menjahit Baju Di Rumah;Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Lain-lain;-7.578725;110.8405683
Toko Neza;"Menjual Secara Online Berbagai Macam Daster; Skincare; Hijab";Pasar Kliwon;Sangkrah;Fashion;-7.5535834;110.8123286
Penjahit;Jasa Menjahit Baju Dan Celana Di Rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5777267;110.8403067
Menjahit;Jasa Menjahit Berbagai Macam Baju Dan Celana Di Rumah;Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Kuliner;-7.5783833;110.8403317
Supliyer Hik Bu Rohmiatin;Menitipkan Barang Dagangan Ke Wedangan Berupa Kikil, Telur Puyuh, Koyor;Pasar Kliwon;Sangkrah;Kuliner;-7.5528341;110.8133016
Pedagang Jamu;Menjual Jamu Tradisional Di Rumah;Banjarsari;Timuran Rt1 Rw3 ;Fashion;-7.5784;110.8403
Lc Fashion;Menjual Pakaian Lc;Banjarsari;Cinderejo Lor ;Kuliner;-7.5653173;110.8192083
Warung Mieroso;Menjual Nasi Goreng, Bakmi Goreng, Paklay, Capjay Dan Berbagai Jenis Minuman;Pasar Kliwon;Jln.Mayor Sunaryo;Kuliner;-7.5541092;110.821621
Kedai Es Om Tong;Menjual Es ;Banjarsari;Timuran Rt1 Rw3 Banjarsari Surakarta;Fashion;-7.5726791;110.8302018
Pleno Tailor;Jasa Jahit Pakaian;Pasar Kliwon;Sangkrah;Fashion;-7.5651723;110.818079
Edi Prasetiyo;Menjual Olahan Dari Telur Di Rumah;Banjarsari;Mangkubumen Rt1 Rw1 Banjarsari Surakarta;Fashion;-7.5782583;110.8400352
Jahit Bu Sumarni;Jasa Penjahit Pakaian Atasan;Banjarsari;Timuran;Lain-lain;-7.5531644;110.8136683
Warung Kelontong C Sri Lestari Ms;Menjual Berbagai Kebutuhan Rumah Tangga Di Rumah;Jebres;"Pasar Ayu
Jl Monginsidi";Lain-lain;-7.5678682;110.8199604
"Toko ""Izaldi""";Menjual Barang ? Kelontong Eceran Di Toko;Banjarsari;Sumber;Kuliner;-7.5573189;110.8226461
Pondok Bakmi Sumber Eco;Menjual Nasi Goreng, Bakmi Goreng, Cap Jay, Es Teh, Es Jeruk Di Rumah;Banjarsari;Jl.Depok;Kuliner;-7.5488945;110.8055305
Warung Makan Yudistira;Menjual Makanan Dan Minuman;Banjarsari;Timuran Rt2 Rw4 Banjarsari Surakarta;Lain-lain;-7.552554030602218;110.81064877682554
Diapro;Membuat Dan Menjual Alat Perkusi Drumband Untuk Tingkat Pendidikan Tk;Banjarsari;Pasar Nusukan;Lain-lain;-7.5682523;110.8192902
Toko Kelontong Bagus;Toko Kelontong;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5468303;110.8209309
Jamu Mbah Wiji;Membuat Jamu;Pasar Kliwon;Sangkrah;Lain-lain;-7.5405267;110.8302972
Warung Klontong;Menjual Berbagai Macam Kebutuhan Pokok Di Warung ;Banjarsari;Dukuhan Nayu Rt02 Rw21 Banjarsari Banjarsari Surakarta;Kriya;-7.5789699;110.8411661
Mebel Pak Katiman;Membuat Gazebo;Banjarsari;Grogolan;Kuliner;-7.540711;110.8295953
Sosis Basah;Membuat Sosis Basah;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5606928;110.8213339
Aa Katering;Menerima Pesanan Makanan Untuk Acara;Banjarsari;Pasar Depok;Kuliner;-7.5379134;110.8297935
Warung Makan Bu Sati;Menjual Makanan Dan Minuman;Jebres;"Kepatihan Kulon
";Kuliner;-7.55255644476028;110.81064597148037
Riko Kana Shop;Menjual Mie Instan Ricis, Masker, Masker  Wajah. ;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5598467;110.8310935
Mie Ayam Pak Tarno;Menjual Mie Ayam;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5377367;110.8301667
Snack Berkah;Membuat Peyek, Cumi;Pasar Kliwon;Sangkrah ;Fashion;-7.5406367;110.8300741
Mannuel Konveksi;Membuat Berbagai Macam Pakaian Di Rumah;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5790712;110.8415051
Bengkel Las Family Grup;Membuat Pesanan Pagar, Tralis, Pintu Besi;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.53792;110.8304167
Sembako Bu Widji;Isi Ulang Air Minum;Banjarsari;Timuran Rt 4 Rw 4 Banjarsari;Lain-lain;-7.5411728;110.8300967
Depot Air Minum Isi Ulang Rumah Annur;Menjual Sembako;Banjarsari;Dukuhan Nayu Rt02 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5675567;110.8171217
Dekik Frozen Food;Membuat Risol Lumpia;Banjarsari;Dukuhan Nayu Rt03 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5402306;110.8302227
Bintang Cemerlang;Menyediakan Perlengkapan Sekolah;Banjarsari;"Jl. Abdul Muis No. 65
Setabelan Banjarsari
Surakarta";Kuliner;-7.5407109;110.8301698
Depot Lan;Menjual Sop, Selat, Bakmi Toprak, Soto Ayam Dan Es Teh Es Jeruk;Banjarsari;"Jl. Abdul Muis No. 65
Setabelan Banjarsari
Surakarta";Kuliner;-7.5598508;110.8295044
Warung Mie Ayam Bakso Pak To;Menjual Sop, Selat, Bakmi Toprak, Soto Ayam Dan Es Teh Es Jeruk;Jebres;Jl.Monginsidi;Kuliner;-7.5598508;110.8295044
Warunh Soto Pal Harno;Menyediakan Makanan Dan Minuman Di Warung;Laweyan;Jl  Kasuari;Kuliner;-7.5573691;110.8230969
Servis Elekteonik Arip;Menjual Soto;Jebres;Kepatihan Kulon;Lain-lain;-7.5530939;110.8056478
Jual Daging Ayam Potong Mb Dani;Menerima Jasa Servis Elektronik;Pasar Kliwon;Sangkrah ;Kuliner;-7.5603772;110.8302533
Rambak Dan Karak Mbah Jan;Menjual Daging Ayam Potong Di Loss Pasar;Laweyan;Mutihan;Kuliner;-7.5791284;110.8415458
Melukis Kain;Membuat Karak Dan Rambak ;Pasar Kliwon;Sangkrah;Lain-lain;-7.5666565;110.7894098
Alat Listrik Toko Hongkong;Jasa Melukis Kain Di Rumah;Pasar Kliwon;Timuran Rt1 Rw5 Banjarsari Surakarta;Kuliner;-7.578424;110.8408757
Angkringan;Menjual Alat Listrik;Pasar Kliwon;Sangkrah ;Kuliner;-7.5679889;110.8219773
Bakso Pak Jo;Menjual Berbagai Macam Nasi Bungkus,Lauk Pauk,Minuman,Dll;Pasar Kliwon;Kedunglumbu Rt 4/2;Kuliner;-7.5791268;110.8415468
Bakso P Slamet;Mengolah Daging Sapi Menjadi Bakso Menjual  Menu Bakso Sedia Aneka Minuman Panas/Dingin;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5781835;110.8371754
Laundry Annur;Jasa Laundry;Laweyan;Jl. Sawo Jajar;Kuliner;-7.541191;110.8301083
Warung Sayur Mbah Bibit;Menjual Sayuran Segar Dan Bahan Makanan Mentah;Banjarsari;Timuran Rt1 Rw7 Banjarsari Surakarta;Kuliner;-7.5487993;110.7947299
Bakmi Dan Nasi Goreng Ikatan;Menjual Makanan Seperti Bakmi Goreng, Nasi Goreng, Es The;Pasar Kliwon;Sangkrah ;Kuliner;-7.5655085;110.8194709
Catering;Membuat Makanan Berdasar Pesana Konsumen Di Rumah;Pasar Kliwon;Sangkrah ;Lain-lain;-7.5787583;110.8403283
Belut Daun Singkong;Menjual Belut Goreng Di Rumah;Banjarsari;Joglo;Kuliner;-7.5791212;110.8402327
Warung Makan Bu Arum;Nasi Sayur,Nasi Lauk,Es Teh;Banjarsari;Bibis Baru;Lain-lain;-7.5421083;110.82239
Kelontong Bu Endang;Menjual Makanan Ringan, Gula, Mie;Banjarsari;"Jogobayan 
Setabelan";Fashion;-7.5514361;110.83479
Al El Collection;Membuat Dan Menjual Giwang, Liontin Dan Kalung Tali Benang;Laweyan;Jl. Fajar Indah Vi No 10;Lain-lain;-7.5632777;110.8279132
Adhyaksa Laundry;Jasa Laundry;Banjarsari;Bibis Baru;Lain-lain;-7.5519782;110.7867474
Omah Klambi;Melayani Jasa Laundry;Banjarsari;Bibis Luhur Rt01 Rw22;Kuliner;-7.5517468;110.8348768
Mie Ayam Gama;Menjual Mie Ayam Dan Nasi Sayur;Pasar Kliwon;Sangkrah;Fashion;-7.5568633;110.8363417
Konveksi Kain Perca;Beli Bahan, Kain Perca, Benang, Karet, Kancing, Dsb;Banjarsari;Tegalmulyo ;Lain-lain;-7.5790527;110.8417982
Warung Kelontong Bu Iik;Minyak Goreng,Tepung,Beras,Sabun Mandi, Gula , Mie Instan, Le Mineral, Sabun Cuci Dll;Banjarsari;Sumber Nayu;Kuliner;-7.5481257;110.8370041
Soto Lamongan Pak Harto;Menjual Soto Lamongan,Es Teh,Gorengan;Serengan ;Danukusuman;Lain-lain;-7.5411618;110.8273155
Warung Kelontong;Toko Kelontong Di Rumah;Pasar Kliwon;Kedunglumbu;Kuliner;-7.587462329472388;110.82330401949008
Warung Makan Mbah Mul;Menjual Nasi Sayur;Jebres;Genengan ;Lain-lain;-7.5770195;110.8362798
Rumah Anggur;Menjual Buah;Jebres;Genengan;Lain-lain;-7.5432391;110.8360603
Kelontong Bu Sri;Menjual Kebutuhan Pokok;Banjarsari;Pasar Nusukan;Lain-lain;-7.5436242;110.8361785
Los Sayur Bu Paniyem (Lt2,A7);Sayuran;Jebres;Pucangsawit;Lain-lain;-7.5464682;110.8212151
Agen Gas Rochmad Mutakin;Menjual Gas 3 Kilogram;Pasar Kliwon;Jalan Keden;Kuliner;-7.5688051666666665;110.84947202777778
Wedangan Mas Dian;Menjual Minuman Sachet, Pop Ice, Hilo, Coffemix, Tora Susu;Pasar Kliwon;Penumping;Kuliner;-7.587872222222222;110.82715555555555
Wedangan Bang Jo;Teh Dan Kopi;Laweyan;Mutihan;Kuliner;-7.5751724;110.8264244
Sosis Basah Dan Goreng;Membuat Sosis Basah Dan Goreng Lalu Diambil Pengepul;Banjarsari;Pasar Nusukan;Lain-lain;-7.5665354;110.789597
Kios Sembako Bu Suyati;Menjual Bahan Pokok;Banjarsari;Pasar Nusukan;Kuliner;-7.5473407;110.8210496
Toko Snack Bu Sri Hari Mulyani;Menjual Roti Kering;Jebres;Ngaglik Wonowoso ;Lain-lain;-7.5464167;110.8212132
Pratama Comp Laundry;Laundry Pakaian;Jebres;Ngaglik Wonowoso ;Fashion;-7.5388917;110.8363939
Permak Baju Dan Celana Bu Sartini;Menjahit Baju Dan Celana;Jebres;Ngaglik Wonowoso ;Lain-lain;-7.540444;110.8366712
Toko Mbak Happy;Menjual Makanan Ringan Minuman Dan Rokok;Banjarsari;Pasar Nusukan;Lain-lain;-7.5420148;110.8363661
Kios Sayur Bu Mulyani;Menjual Sayuran;Jebres;Ngaglik Rt 06 Rw 12;Digital;-7.5464765;110.8210734
Fikri Cell;Menjual Token Pulsar Dan Listrik;Jebres;Ngaglik Rt 06 Rw 13;Kuliner;-7.5380433;110.8366299
Toko Dewi;Menjual Produk Pangan;Pasar Kliwon;Pasar Klewer Lantai 4 Blok H3;Kuliner;-7.5416466;110.8354879
Warung Minum Pak Suraji;Menjual Minuman;Pasar Kliwon;Pasar Klewer Lantai 4 Blok I9;Kuliner;-7.575366599722222;110.8260147
Depot Jaya;Menjual Aneka Minuman;Jebres;Genengan Rt 08/12 Mojosongo;Fashion;-7.5752486;110.82607769972222
Tri Hartati;Memotong,Membuat Pola Dan Menjahit Baju;Jebres;Tegalarum;Kuliner;-7.5402311;110.8330256
Ternak Ayam Bangkok ,Kampung Mb Sri;Jual Beli Ayam Bangkok, Kampung;Jebres;Malabar Selatan7No 4;Lain-lain;-7.5438767;110.8384071
Toko Mb Tutik;Belanja Sembako Ke Pasar, Siap Menunggu Pembeli;Jebres;Tegalarum;Fashion;-7.5396355;110.8389535
Ngatini Al Menik;Mencari Bahan Kain, Memotong Sesuai Pesanan;Laweyan;Karangturi;Lain-lain;-7.5427706;110.8381201
Omah Masker Pajang;Jualan Masker Kesehatan;Jebres;Jl Rinjani Dalam No 13;Kuliner;-7.5660418;110.786665
Satya Kuliner;Menerima Makanan Matang Ataupun Snack;Serengan ;Kartotiyasan Rt 003 Rw 003;Fashion;-7.5392909;110.8418016
Penjahit Rossie;Menjahit Baju Khusus Wanita;Serengan ;Depan Indomaret Veteran, Kratonan Rt 004 Rw 001;Kuliner;-7.5794711;110.8153405
Es Dawet Ayu Sueger;Jual Es Dawet;Pasar Kliwon;"Koordinat: -7.5802536, 110.8277796
Alamat: Surakarta, Kecamatan Pasar Kliwon, Central Java, 57116, Indonesia";Fashion;-7.5794648;110.8153354
Rocy Collection;Membuat Seragam Sekolah, Pakaian Kerja, Dll;Pasar Kliwon;Jalan Carangan;Kuliner;-7.5802536;110.8277796
Membuat Aneka Snack;Membuat Berbagai Macam Olahan Snack Seperti Ledre, Lapis, Putu Ayu, Dll;Pasar Kliwon;Sewu;Lain-lain;-7.5812196;110.8282028
Toko Nur;Menjual.Kebutuhan Rumah Tangga;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.5716126;110.8442168
Warung Dela;Menjual Kebutuhan Rumah Tangga;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.5710168;110.8459456
Warung Makan Suyati;Warung Makan;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.5566314;110.8026367
Nasi Bakar Maksum;Warung Makan;Banjarsari;Jl Kana 1No 21;Lain-lain;-7.5566314;110.8026367
Warung Sembako Amanah;Menjual Berbagai Macam Kebutuhan Pokok ;Serengan ;Tipes;Fashion;-7.5594184;110.8099038
Gunung Perca;Membuat Pakaian Wanita ;Pasar Kliwon;Jl. Cakra No. 31;Fashion;-7.5787932;110.8081649
Tuti Online Shop;Menjual Baju, Hem Batik, Kerudug, Gamis, Dll;Pasar Kliwon;Tegal Rejo;Kuliner;-7.5729985;110.8243804
Warung Makan Bu Wiwin;Menjual Makanan Dan Minuman Seperti Nasi Sayur,Ayam Dll;Serengan ;Tipes ;Fashion;-7.5611048;110.8402366
Oka Bima Collection;Membuat Pakaian Wanita ;Serengan ;Tipes;Fashion;-7.5803393;110.8080622
Daster Sambung;Membuat Daster Sambung;Banjarsari;Nayu;Kuliner;-7.5795166;110.8070383
Snack Mbak Puspa;Minuman Aloe Vera;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo;Lain-lain;-7.547695;110.8267739
Warung Kelontong Mbak Susy;Jual Beli Kebutuhan Sehari Hari;Serengan ;Tipes;Fashion;-7.5468021;110.8290766
Paradigma Daster;Membuat Pakaian Wanita ;Serengan ;Tipes;Fashion;-7.5790701;110.8072694
Daster Sambung;Membuat Daster Sambung Dewasa Dan Anak2;Serengan ;Tipes;Fashion;-7.5790306;110.8074205
Daster Sambung Anak Dan Dewasa;Menjual Daster Dewasa Dan Anak2 Dari Kain Perca;Pasar Kliwon;Sangkrah Rt 4 Rw 03, Pasar Kliwon, Surakarta ;Kuliner;-7.5791611;110.8074555
Rambak Dele Bu Parti;Mengolah Rambak Dele;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5729529;110.8354416
Warung Kelontong Mbak Yuli;Jual Beli Kebutuhan Sehari Hari;Pasar Kliwon;Sawahan;Fashion;-7.5468056;110.8290737
Jasa Konveksi;Ambil Jaitan. Konfeksi. Jait Setor;Jebres;Kepatihan Kulon;Kriya;-7.5781414;110.8394532
Ayub Fiber Glass;Pembuatan Patung Untuk Waterpark;Jebres;Kepatihan Kulon;Kuliner;-7.5656184;110.8295623
Warung Makan Bu Mursiah;Menjual Nasi Sayur, Lauk Pauk Dan Minuman;Jebres;Kepuh Sari Rt 02 Rw 38;Lain-lain;-7.5657041;110.8291986
Yoyok Steel;Jasa Las ;Jebres;Rejosari;Fashion;-7.536236;110.8497994
Penjahit Bu Indarjati;Menerima Jahitan;Jebres;Kepuh Sari Rt 02 Rw 38;Digital;-7.5632107;110.8426968
Alesha Cell;Menjual Kuota Internet ;Jebres;Jl Sibela Utara No 46;Fashion;-7.5363683;110.8497817
Ayda Fashion;Menjual Pakaian;Laweyan;Baron Gede;Kuliner;-7.5349534;110.845047
Mendut Endang;Membuat Mendut;Pasar Kliwon;Sangkrah Rt 05 Rw 09, Pasar Kliwon, Surakarta;Lain-lain;-7.573118;110.8043384
Warung Kelontong;Menjual Berbagai Macam Kebutuhan Rumah Tangga;Serengan ;Brgalon;Kuliner;-7.5784055;110.8372241
Warung Makan B Lastri;Warung Makan;Laweyan;Panularan;Kriya;-7.5739653;110.8067824
Sangkar Burung Surya;Pembuatan Sangkar Birung;Pasar Kliwon;Sangkrah Rt 05 Rw 09, Pasar Kliwon, Surakarta;Fashion;-7.5727291;110.8116197
Ikhlas Store;Menjual Pakaian, Celana Jeans Online ;Jebres;Perum Pratama Rt 02 Rw 35 Mojosongo;Lain-lain;-7.5778073;110.8376148
Warung Bu Gito;Jualan Di Warung Kelontong ;Laweyan;Baron Gede;Kuliner;-7.5481007;110.8507327
Warung Bubur B Yanto;Warung Bubur Lemu;Jebres;Kepatihan Kulon;Lain-lain;-7.5727951;110.8040233
Toko Kelontong Pak Agus;Menjual Barang Barang Kebutuhan Harian,(Beras, Gula, Mie Instan, Sabun Mandi, Sabun Cuci, Rokok, Dll) ;Pasar Kliwon;Sawahan;Fashion;-7.560344;110.8302908
Jasa Jahit Fashion;Terima Jahitan  Jahit Jadi;Pasar Kliwon;Sawahan ;Lain-lain;-7.5798609;110.8393375
Samunah;Beli Kulak Buah. Jual;Jebres;"Jl. Arifin No 127 B
Kepatihan Kulon";Kriya;-7.5779342;110.8397307
Hans Galeri;Jasa Lukis;Jebres;Kepatihan Kulon;Kuliner;-7.5594321;110.8316117
Kedai Mbak Dani;Menjual Nasi Sayur Dan Es /Wedang;Jebres;Jl Sibela Utara No 46;Kuliner;-7.5655321;110.8285846
Oleh - Oleh Khas Solo;Menjual Oleh - Oleh Khas Solo Seeprti Keripik, Brem, Intip, Dll;Jebres;Ngemplak, Rt03 Rw 29 Mojosongo Jebres Surakarta;Kriya;-7.5349542;110.8450469
Mebel Pak Sagi;Membuat Furniture Dari Kayu;Jebres;Perum Tiara Ardi A7 Sabrang Kulon Rt 04 Rw 35 Mojosongo, Jebres, Surakarta;Lain-lain;-7.5473367;110.85581
Toko Kelontong Anugrah;Berjualan Di Toko Kelontong ( Sembako );Jebres;Purbowardayan Rt 01 Rw 02 Tegalharjo Jebres Surakarta;Fashion;-7.5475946;110.8521639
Jahit Terpal Bapak Nanang;Jasa Jahit Terpal Di Rumah;Laweyan;Karangturi;Lain-lain;-7.5576928;110.8357602
Warung Es Buah Mb.Nunik;Menjual Es Teh, Es Buah, Es Campur Dll;Laweyan;Karangturi;Kriya;-7.5671673;110.7877426
Berkah Usaha;Jasa Potong Dan Jual Beli  Kayu;Laweyan;Karangturi;Kriya;-7.5660561;110.7866717
Wahyu Tehnik;Membuat Meja Dan Kursi Dari Besi Atau Almunium Dengan Proses Las;Laweyan;Karangturi;Fashion;-7.5661105;110.7867091
Rumah Daster;Industri Pakaian Jadi;Laweyan;Jajar;Fashion;-7.5664148;110.7867089
Henny Production;Membuat Kerudung;Laweyan;Jajar;Lain-lain;-7.5578135;110.7867377
Bagus Kunci;Membuat Duplikat Kunci;Laweyan;Jajar;Digital;-7.5546568;110.7852031
Sarwono Foto Copy;Menjual Kertas;Laweyan;Jajar;Fashion;-7.5533413;110.7845223
Konveksi Harti;Membuat Baju Dewasa;Pasar Kliwon;Sawahan;Lain-lain;-7.5545216;110.7842958
Mini Snack;Beli Bahan Mkanan Tepung Trigu/Beras Gula Daun Kelapa Bumbu Penyedap Diolah  Kemas Jual;Laweyan;Karangasem;Lain-lain;-7.578392;110.8403296
Warung Pak Tugiman;Warung Kelontong;Laweyan;Karangasem;Kuliner;-7.5493884;110.7822536
Warung Mia Ayam Pak Sukro;Jualan Mi Ayam Dan Bakso;Pasar Kliwon;Semanggi;Kuliner;-7.5509964;110.7815241
Warung Bakmi Bu Yuli;Menjual Bakmi Gorwbg Godok Capjae Dll;Pasar Kliwon;Semanggi;Kuliner;-7.5862398;110.8361125
Sosis Bu Farida;Menjual Sosis, Nuget, Dll;Pasar Kliwon;Semanggi;Lain-lain;-7.5861291;110.838571
Warung Kelontong Mbak Ni;Menjual Sembako, Es Teh Rokok;Pasar Kliwon;Semanggi;Kuliner;-7.5863137;110.8388855
Serba Ingkung Alana Yovi;Menjual Ingkung Bakr Panggang Goreng;Laweyan;Jajar;Kuliner;-7.5859669;110.8379058
Sosis Ayam Umi Yuli;Membuat Sosis Isi Ayam Dari Kulit Tepung;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.5545099;110.7840015
Toko Buku 79;Menjual Buku Cerita,Buku Sekolah Dll;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.569998;110.8137547
Kios Buku Melati No 92;Menjual Buku Cerita,Buku Sekolah Dll;Pasar Kliwon;Sangkrah;Lain-lain;-7.5700951;110.8140706
Warung Sayur Mbak Ning;Menjual Sayur Mayur Di Warung;Pasar Kliwon;Sawahan;Kuliner;-7.5746273;110.8365591
Dagang Tempura;Beli Bahan Jadi Tempura. Jual Matang;Pasar Kliwon;Sawahan;Kuliner;-7.5793475;110.8392411
Dagang Gorengan/ Minuman;Beli Bahan Tepung Minyak Telur Ikan Sayuran Bumbu Penyedap Dll;Pasar Kliwon;Sawahan;Kuliner;-7.578517;110.8410989
Dagang Kerupuk Rambak;Beli Tepung Terigu. Penyedap Rasa. Jemur Digoreng Kemas Jual ;Pasar Kliwon;Sangkrah;Kuliner;-7.5792635;110.8392775
Ikhtiar Frozen;Menjual Berbagai Makanan Frozen Food;Pasar Kliwon;Sangkrah;Digital;-7.5748512;110.837279
Indo Proled;Menjual Berbagai Macam Lampu Led Dan Pulsa;Pasar Kliwon;Jalan Sungai Musi No 19 Sangkrah Pasar Kliwon;Fashion;-7.5741984;110.8348403
Kain Perca;Beli Kan Perca Lalu Di Pilah Dahulu Di Olah Jual Kembali;Pasar Kliwon;Sangkrah;Kuliner;-7.577333;110.8418074
Ikhtiar Moci;Menjual Kue Moci Di Toko;Pasar Kliwon;Sangkrah;Lain-lain;-7.574715;110.8367243
Laundry Resella;Mencuci Baju Di Rumah;Pasar Kliwon;Sangkrah ;Lain-lain;-7.5751285;110.8372028
Resik Laundry;Mencuci Baju Di Rumah;Pasar Kliwon;Sangkrah;Kuliner;-7.5767951;110.8386613
Sabana Fried Chicken;Menjual Ayam Fried Chicken Di ;Pasar Kliwon;Sangkrah;Lain-lain;-7.5749279;110.8371257
Toko Tomo;Menjual Kebutuhan Bahan Pokok Di Toko;Pasar Kliwon;Sangkrah;Lain-lain;-7.5767429;110.8385841
Toko Lintang Mas;Menjual Alat2 Elektronik Dan Bangunan;Banjarsari;Gambirsari;Kuliner;-7.5745733;110.8365459
Warung Makan Bu Sri;Warung Makan;Serengan ;Tipes ;Fashion;-7.5445249;110.827318
Anik3 Perca;Membuat Pakaian Wanita ;Pasar Kliwon;Semanggi;Lain-lain;-7.579569;110.8087413
Warung Pak Pardi Siyo;Menjual Maknan Kecil, Es Teh, Sembako;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5819183;110.83769
Warung Makan Sup Iga Sapi;Memasak & Menjual Makanan Minuman;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari;Kriya;-7.546598;110.8289608
Saksana Furniture;Membuat Mebel Interior;Jebres;Kaplingan;Kuliner;-7.5467435;110.8289895
Chiken On Fire;Menjual Nasi Ayam Goreng;Jebres;Kaplingan;Kuliner;-7.5459567;110.8662998
Warung Bu Erni;Menjual Makanan Dan Minuman ;Pasar Kliwon;Pasar Sangkrah Rt4)2;Lain-lain;-7.5491468;110.8653499
Toko Mini;Menjual Kebutuhan Rumah Tangga Bahan Pokok(Beras Gula Minyak/Sembako)Ecer Atau Grosir;Banjarsari;Gambirsari;Lain-lain;-7.5752873;110.8361052
Omah Kandang;Menjual Kandang Burung;Jebres;Kepatihan Kulon;Lain-lain;-7.5458942;110.8274804
Kelontong Bu Lestari;Menjual Kebutuhan Makanan Rumah Tangga, Dan Bumbu Bumbu Masak;Serengan ;Dipotrunan;Fashion;-7.5654667;110.8285457
Daster Sambung Anak;Membuat Daster Anak Dari Kain Perca;Pasar Kliwon;Sangkrah;Lain-lain;-7.5807104;110.8095925
Rara Collection;Membuat Kerodong Burung Dari Bahan Kaos;Pasar Kliwon;Semanggi;Lain-lain;-7.5759959;110.8387385
Besi Tua Mas Beni;Menjual Besi Tua;Pasar Kliwon;Semanggi;Lain-lain;-7.5874943;110.8398428
Toko Bu Tutik;Menjul Sembako;Pasar Kliwon;Semanggi ;Lain-lain;-7.5802311;110.8390868
Toko Bu Sri Gono;Menjual Sembako;Pasar Kliwon;Semanggi;Lain-lain;-7.580207;110.8385012
