Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Precision Interior;membuat furniture dari kayu;Jebres;Petoran;Kriya;-7.558406805555550;110.84728238888800;;
Servis Elektronik;Servis elektronik;Laweyan;Jl Anggur 1;Lain-lain;-7.5571903;110.7886115;;
Design Gambar Batik;design gambar batik ;Serengan ;Joyotakan ;Kriya;-7.5927409;110.8202737;;
Toko Kelontong Bu Karni;berdagang;Serengan ;Joyotakab;Lain-lain;-7.5927457;110.8202718;;
Ciluh Colection;menjahit;Serengan ;Joyotaka ;Fashion;-7.5927853;110.8202504;;
Viky Cell;menjual voucher pulsa, perdana, dll di toko;Pasar Kliwon;Sangkrah;Digital;-7.578476;110.8382604;;
Jus Bu Samsiyah;menjual berbagai jus, sempol dan bakso;Pasar Kliwon;Sangkrah;Kuliner;-7.5796412;110.8386052;;
Dagang Nasi Bungkus;beli bhan beras/telur/ikan/sayur / dll .bungkus jual;Pasar Kliwon;Sawahan;Kuliner;-7.5777548;110.8412287;;
Dagangan Lauk;beli bahan tahu, bumbu, minyak, gula Jawa, dimasak dulu lalu dijual;Pasar Kliwon;Sawahan;Lain-lain;-7.5790259;110.8397116;;
Sembako Farras;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746267;110.8063376;;
Aneka Lauk Pauk;sedia aneka lauk pauk ;Laweyan;Tegalsari;Kuliner;-7.5700827;110.8024623;;
Kelontong;toko kelontong;Laweyan;Tegalsari Bumi Laweyan Surakarta;Lain-lain;-7.570428;110.8042667;;
Toko Klontong Nabilla;jual beli kebutuhan harian;Laweyan;Tegalayu ;Lain-lain;-7.5673088;110.7995021;;
Design Gambar Batik;design gambar batik ;Serengan ;Joyotakan ;Kriya;-7.5927409;110.8202737;;
Toko Kelontong Bu Karni;berdagang;Serengan ;Joyotakab;Lain-lain;-7.5927457;110.8202718;;
Ciluh Colection;menjahit;Serengan ;Joyotaka ;Fashion;-7.5927853;110.8202504;;
Viky Cell;menjual voucher pulsa, perdana, dll di toko;Pasar Kliwon;Sangkrah;Digital;-7.578476;110.8382604;;
Jus Bu Samsiyah;menjual berbagai jus, sempol dan bakso;Pasar Kliwon;Sangkrah;Kuliner;-7.5796412;110.8386052;;
Dagang Nasi Bungkus;beli bhan beras/telur/ikan/sayur / dll .bungkus jual;Pasar Kliwon;Sawahan;Kuliner;-7.5777548;110.8412287;;
Dagangan Lauk;beli bahan tahu, bumbu, minyak, gula Jawa, dimasak dulu lalu dijual;Pasar Kliwon;Sawahan;Lain-lain;-7.5790259;110.8397116;;
Sembako Farras;menjual sembako;Laweyan;Panularan;Lain-lain;-7.5746267;110.8063376;;
Aneka Lauk Pauk;sedia aneka lauk pauk ;Laweyan;Tegalsari;Kuliner;-7.5700827;110.8024623;;
Kelontong;toko kelontong;Laweyan;Tegalsari Bumi Laweyan Surakarta;Lain-lain;-7.570428;110.8042667;;
Toko Klontong Nabilla;jual beli kebutuhan harian;Laweyan;Tegalayu ;Lain-lain;-7.5673088;110.7995021;;
Dhani Elektronik;MENERIMA SERVICE TV, KULKAS, MESIN CUCI, KIPAS ANGIN;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Lain-lain;-7.537155;110.8293833;;
Wedangan Pak Yek;Wedangan atau Warung Makan;Laweyan;Karangasem;Kuliner;-7.5528705;110.7794491;;
Toko Kelontong Bu Paijo;menjual kebutuhan sembako dan jual es;Banjarsari;Bibis Kulon? ;Lain-lain;-7.5538226;110.8319412;;
Nasi Liwet Sumini;MEMBUAT NASI LIWET;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5373067;110.8296033;;
Zacky Laundry;JASA LAUNDRY;Banjarsari;Kragilan Rt01 Rw12;Lain-lain;-7.5365054;110.8279682;;
Tasya Bordir;Menjual selempang bordir wisuda;Laweyan;Karangasem;Fashion;-7.5529497;110.7789456;;
Protigan;menjual telur ayam di rumah;Pasar Kliwon;Sangkrah;Kuliner;-7.5787583;110.8403283;;
Warung 16;menjual gado-gado, Lotek,mi thoprak, Tahu Acar;Laweyan;Karangasem;Kuliner;-7.5562528;110.7802623;;
Nasi Merah Bu Sadiyem;menjual aneka makanan basah;Pasar Kliwon;Gurawan ;Kuliner;-7.58378;110.826551;;
Budi Glass;membuat kerjainan dari kaca;Laweyan;Karangasem;Kriya;-7.5477997;110.7799154;;
Joshiki Dekor;MENERIMA JASA DEKOR;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Desain;-7.5369483;110.8295567;;
Kerajinan Kayu Jabel Pak Ridwan;MEMBUAT FURNITURE KERAJINAN DARI KAYU;Laweyan;Karangasem;Kriya;-7.5513766;110.7815587;;
Toko Kelontong Ad;menjual kebutuhan sembako dan jajanan;Banjarsari;Bibis Kulon ;Lain-lain;-7.5544121;110.8321168;;
Snack Bu Samsiyah;menjual aneka  snack;Pasar Kliwon;Gurawan;Kuliner;-7.5837227;110.8265358;;
Warung Sido Maju;Menjual Beras, gula,m enjual minyak, tepung, sabun mandi, sabun cuci, pempers, sampo , menjual telur dll;Banjarsari;Margorejo ;Lain-lain;-7.5569875;110.8242756;;
Peyek Bu Gatot;MENJUAL PEYEK;Laweyan;Karangasem;Kuliner;-7.5516;110.7813421;;
Wedangan Pak Min;Menjual wedangan seperti wedang wuh, wedang jahe, teh, jeruk, nasi bungkus, gorengan dll.;Pasar Kliwon;Jl. Mayor Sunaryo, Kedung Lumbu, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57133 (Galabo Siang);Kuliner;-7.5729867;110.8303452;;
Zidan Konveksi;MENJAHIT BAJU;Laweyan;Karangasem;Fashion;-7.5515614;110.781173;;
Tempe Solo Mas Iyan;menjual hasil olahan kedelai;Pasar Kliwon;Gurawan;Kuliner;-7.5837627;110.8265436;;
Sugiyanto;membuat berbagai macam souvenir,piala,fandel di rumah;Pasar Kliwon;Sangkrah ;Lain-lain;-7.5786315;110.8398382;;
Jaya Sakti Travel;menjual tiket perjalanan;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.55189342176344;110.81858490011600;;
Kios Zawa;menjual aneka baju dan skin care;Banjarsari;Kios Terminal Tirtonadi;Fashion;-7.551885518748140;110.81855247475700;;
Komet Cell;menjual pulsa, paket data, voucher kuota;Laweyan;Karangasem;Digital;-7.552966;110.7794968;;
Bandeng Mas Parno Pasar Gading;menjual bandeng presto;Pasar Kliwon;Gurawan ;Lain-lain;-7.5837631;110.8265386;;
Sardadi;menjual dan membeli berbagai barang bekas rumah tangga di rumah;Pasar Kliwon;Sangkrah ;Lain-lain;-7.57885;110.8403717;;
Ayam Geprek Nanda;Menjual mkanan siap saji;Laweyan;Karangasem;Kuliner;-7.552948;110.7792176;;
Wedangan Konco Kentel;menjual makanan dan minunan;Banjarsari;Manahan;Kuliner;-7.5504348;110.8173411;;
Tempe Pak Ngibadur Rochman Pasar Gading;menjual tempe;Pasar Kliwon;Gurawan;Kuliner;-7.5836868;110.8264165;;
Warung Makan Mbk Diah;menjual warung makan;Pasar Kliwon;Jln.Mayor Sunaryo;Kuliner;-7.5729422;110.8301644;;
Percetakan Mawar Finishing;Finishing undangan,kalender dan jasa potong;Pasar Kliwon;Kedung Lumbu;Digital;-7.574313;110.8341258;;
Tri Kusuma;menjual tiket transportasi;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551891686512010;110.81857864644300;;
Es Jus Bu Wulantika;menjual aneka juss buah;Laweyan;Jl. Sawo Jajar No 15;Lain-lain;-7.5484206;110.7946584;;
Vitamin Burung Mas Setyo;MENJUAL VITAMIN BURUNG SECARA ONLINE;Banjarsari;Margorejo Kulon ;Lain-lain;-7.5567096;110.8235628;;
Gas Kirun;JUAL GAS;Banjarsari;Rt01 Rw12 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5412283;110.827771;;
Jojo Store Ban;MENJUAL BAN SEPEDA MOTOR(BAN DALAM DAN BAN LUAR) ;Jebres;Kepatihan Kulon;Lain-lain;-7.562924;110.8295327;;
Warung Bu Tum;menjual nasi soto, rawon, timlo, dll.;Pasar Kliwon;Jl. Mayor Sunaryo, Kedung Lumbu, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57133 (Galabo Siang);Kuliner;-7.5730605;110.8310318;;
Fitri Arang;MENJUAL ARANG;Jebres;Kepatihan Kulon;Lain-lain;-7.5637753;110.8288822;;
Toko Sembako Pak Anang;toko kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5469987;110.8211598;;
Shogud Kitchen;MENJUAL BARANG BARANG KELONTONG(MIE INSTAN, MINUMAN BOTOL, MAKANAN KECIL, MINUMAN SACHET,KECAP, DLL) ;Banjarsari;"Jl. Abdul Muis No 9
Setabelan Banjarsari
Surakarta";Lain-lain;-7.5643445;110.8283996;;
Wr. Makan Srikaya;menjual nasi soto;Laweyan;Jl. Pakel No. 16;Kuliner;-7.5491957;110.7957444;;
Warung Mbak Iyut;menjual mie instant, sabun cuci, rokok di rumah;Banjarsari;Sumber;Kuliner;-7.5492498;110.8055424;;
Warung Kelontong;menjual aneka macam kebutuhan rumah tangga dan rokok;Laweyan;"Koordinat: -7.5662319, 110.7883478
Alamat: Jalan Latar Putih, Surakarta, Jawa Tengah, 57146, Indonesia";Lain-lain;-7.5662319;110.7883478;;
Warung Bakmi Central Kita;MENJUAL MASAKAN BAKMI, CAP JAY, NASI GORENG, DLL(CHINESE FOOD) ;Banjarsari;"Jl. Abdul Muis No. 7
Setabelan Banjarsari
Surakarta";Kuliner;-7.5644187;110.8284071;;
Angkringan;Beli bahan, tahu tempe, tepung juga macam bahan minuman, nasi dsb;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790467;110.8418054;;
Sembako Bu Misiyem;menjual kebutuhan sehari hari;Pasar Kliwon;Gurawan ;Lain-lain;-7.583736105628650;110.82646771580800;;
Es Kopyor;menjual es kopyor di rumah;Pasar Kliwon;Sangkrah ;Kuliner;-7.5789467;110.84159;;
Jajaners;MENJUAL NASI BOWL;Banjarsari;"Jl. Abdul Muis No. 7
Setabelan Banjarsari
Surakarta";Kuliner;-7.564389;110.8284007;;
Warung Sembako Kamiyem;menjual sembako;Banjarsari;Timuran Rt 4 Rw 4 Banjarsari Surakarta;Lain-lain;-7.568069;110.8197453;;
Warung Makan Mbak Yanti;MENYEDIAKAN MAKANAN DAN MINUMAN DI WARUNG ;Banjarsari;Margorejo Kulon;Kuliner;-7.5573098;110.8234072;;
Kelontong Bu Esther;menjual kebutuhan dapur;Banjarsari;Timuran Rt3 Rw4 Banjarsari;Lain-lain;-7.568264;110.8192225;;
Toko Windy;kulakan semua barang dari toko retail..menjual semua kebutuhan sehari hari dari beras sabun gas juga aneka jajanan ;Pasar Kliwon;Sangkrah Rt 1/Rw6;Lain-lain;-7.5771004;110.8370207;;
Toko Kelontong Handoko;menjual kebutuhan rumah tangga di rumah;Banjarsari;Timuran;Lain-lain;-7.5678673;110.8205878;;
Jasa Reparasi Remaja Teknik;jasa reparasi elektronik;Banjarsari;Timuran Rt 4 Rw 4 Banjarsari;Lain-lain;-7.5680592;110.8199831;;
Batik Sarmis;menjual berbagai macam baju batik;Pasar Kliwon;Sangkrah;Fashion;-7.57839;110.8465983;;
Warung Makan Bu Marikem;MENJUAL NASI SAYUR DAN MINUMAN /ES TEH DAN ES JERUK;Banjarsari;"Jl. Mongonsidi No 79 (Depan Mako Brimob) 
Setabelan Banjarsari
Surakarta";Kuliner;-7.5580142;110.825902;;
Warung Bu Nunuk;Penyediaan makanan ;Banjarsari;Jl. Cocak 3 Rt.02/01 Mangkubumen;Kuliner;-7.5534179;110.8131841;;
Kedai Minuman Es Degan;Penyediaan minuman;Banjarsari;Jl. Hasanudin 113 Rt.04/03;Kuliner;-7.558246;110.8175541;;
Warung Mvak Maya;MENJUAL NASI SAYUR, WEDANG/ES TEH JERUK DAN MINUMAN SACHET SERTA ROKOK ;Banjarsari;"Jl. S. Parman
Depan Sd Kestalan
Setabelan Banjarsari
Surakarta";Lain-lain;-7.5591944;110.824294;;
Depot Jamu Tombo Teko Loro Lungo;MENJUAL JAMU SEDUH SIDO MUNCUL;Banjarsari;"Jl. Mongonsidi 81 (Depan Mako Brimob) 
Setabelan  Banjarsari
Surakarta";Kuliner;-7.5580693;110.8257432;;
Es Sirup Barokah;menjual aneka es dan sirup ;Jebres;Pucangsawit;Kuliner;-7.5669433;110.8494059;;
Bakso Goreng Tedy;MEMBUAT DAN MENJUAL BAKSO GORENG DAN KEYKYAN;Banjarsari;"Jogobayan
Setabelan

";Kuliner;-7.563658;110.8268349;;
Toko Sembako Pak Alek (L2,050);Toko Kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5473339;110.8214501;;
Kios Bandeng Bu Indriyarti (Lt2);Menjual Ikan segar;Banjarsari;Pasar Nusukan;Lain-lain;-7.5471786;110.8216241;;
Kios Kelapa Pak Wanto (Lt2, 172);Kios Kelapa;Banjarsari;Pasar Nusukan;Lain-lain;-7.5468346;110.8216089;;
Tape Goreng Mbak Nining;MEMBUAT TAPE GORENG DI RUMAH DI TITIPKAN DI WARUNG DAN PASAR;Banjarsari;Kauman Pasar Legi;Kuliner;-7.5638953;110.8223187;;
Toko Jahit Bu Hapsari;Menjual alat jahit;Banjarsari;Cangakan;Fashion;-7.547889194444440;110.81802366666600;;
Inunk Jok (Notoharjo);menjual cover jok mobil di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589763888888880;110.83417777777700;;
Jual Beli Kulkas Surati (Notoharjo);menjual kulkas bekas di pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590086111111110;110.83428611111100;;
Servis Riyan Elektronik (Notoharjo);jasa servis elektronik di pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590119444444440;110.83431666666600;;
Servis Speaker Ardiyanto (Notoharjo);jasa servis speaker di pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.5900944444444400;110.83439166666600;;
Jasa Servis Elektronik Suryadi (Notoharjo);jasa servis elektronik komputer di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.5901;110.83432777777700;;
Jual Beli Sound Eni (Klithikan);menjual sound speaker di pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590088888888880;110.83434444444400;;
Jual Beli Kipas Angin Oni (Notoharjo);menjual Kipas angin di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590108333333330;110.83428333333300;;
Jual Beli Kipas Angin Murini (Notoharjo);menjual kipas angin di pasar notoharjo ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.5901277;110.8342794;;
Jual Beli Cover Jok Eva (Notoharjo);menjual jok dipasar notoharjo ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590091666666660;110.83433333333300;;
Jual Es Dawet Mbak Eni;menjual es dawet di pasar notoharjo ;Pasar Kliwon;Mojo (Pasar Notoharjo);Kuliner;-7.590080555555550;110.83435833333300;;
Jual Sparepart Jumadi (Klithikan);menjual sparepart motor di pasar notoharjo ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590108333333330;110.83425;;
Jual Onderdil Mobil Karyanto (Notoharjo);menjual onderdil mobil di pasar notoharjo ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590113888888880;110.83428333333300;;
Kios Toge Bu Sri;Menjual Sayuran;Banjarsari;Pasar Nusukan;Lain-lain;-7.547216916666660;110.82106016666600;;
Hardi Motor;Menyediakan jasa tambal ban, ganti oli, dan isi angin;Laweyan;Jl. Mh Thamrin Nomor 40B Kerten Rt 004/ Rw 004;Lain-lain;-7.558473931063300;110.79782886980300;;
Aneka Es Dan Gorengan Bu Lasmi;jual gorengan (klethikan);Pasar Kliwon;Mojo;Kuliner;-7.5895414;110.8357763;;
Konveksi Pak Samingan;jualan celana kolor;Pasar Kliwon;Mojo;Fashion;-7.5897507;110.838368;;
Bakso Bakar 99;jualan bakso goreng;Pasar Kliwon;Mojo;Kuliner;-7.5895435;110.8357759;;
Aneka Gorengan Bu Untung;jualan aneka gorengan;Pasar Kliwon;Mojo;Kuliner;-7.5897387;110.8386293;;
Tengkleng Bu Sutarmi;jualan tengkleng kambing;Pasar Kliwon;Mojo;Kuliner;-7.5895434;110.8357743;;
Warung Bumbon Mbak Puput;jualan sayuran segar dan bumbon;Pasar Kliwon;Mojo;Lain-lain;-7.5897825;110.8386453;;
Jajan Pasar 22;menjual jajanan pasar;Jebres;Pucangsawit;Kuliner;-7.5675221;110.8474797;;
Jasa Finishing Sangkar Pak Wursito;melayani jasa finishing sangkar burung;Banjarsari;Bibis Baru;Kriya;-7.5514053;110.8352935;;
Usaha Kabel Usb Pak Sukadi;jual kabel usb;Pasar Kliwon;Mojo;Lain-lain;-7.5897735;110.8386572;;
Warung Kelontong Bu Suratmi;warung  snak dan rokok;Pasar Kliwon;Mojo;Lain-lain;-7.5898046;110.8386622;;
Jenang Sumsum Pati Bu Samikem;jualan jenang sumsum dan mutiara;Pasar Kliwon;Mojo;Kuliner;-7.5906523;110.8416945;;
Toko Listrik Sinar Pratama;menjual alat listrik;Jebres;Pucangsawit;Lain-lain;-7.5677657;110.8481233;;
Marti Catering;MENERIMA JASA PESANAN MASAKAN SAYUR;Banjarsari;"Jogobayan
Setabelan";Kuliner;-7.563275;110.8279081;;
Bakso Kuah Winarsih;menjual bakso kuah;Jebres;Pucangsawit;Kuliner;-7.5677393;110.8487824;;
Asa Snack;apem, arem2x;Pasar Kliwon;Sewu;Kuliner;-7.5710486;110.8433772;;
Kantin;menjual nasi sayur;Jebres;Pucangsawit;Kuliner;-7.567685;110.84771;;
Toko Kelontong Bu Suparmi (Pasar Krempyeng);minyak,gula,plastik;Pasar Kliwon;Mojo;Lain-lain;-7.589225;110.8361797;;
Martabak Sosis Bu Sukini;MEMBUAT DAN MENJUAL SOSIS  DAN MARTABAK;Banjarsari;"Jogobayan 
Setabelan";Kuliner;-7.5634469;110.8274167;;
Kelontong Sarwanto;menjual sembako;Jebres;Pucangsawit;Lain-lain;-7.5668456;110.849654;;
Aneka Gorengan Dan Es Bu Sutini;jual gorengan ;Pasar Kliwon;Mojo;Kuliner;-7.5896594;110.8389845;;
Toko Counter Mas Fajar;jualan pulsa;Pasar Kliwon;Mojo;Digital;-7.5875951;110.8367968;;
Jenang Lemu Mbak Yul;jual jenang lemu di depan rumah;Pasar Kliwon;Mojo;Kuliner;-7.5876878;110.8367829;;
Toko Kelontong Bu Romlah;warung kelontong;Pasar Kliwon;Mojo;Lain-lain;-7.5876388;110.8367634;;
Permak Bu Suyatmi;jasa permak pakaian;Pasar Kliwon;Mojo;Fashion;-7.5884647;110.8365805;;
Warung Makan Setyorini (Pasar Notoharjo);warung nasi sayur;Pasar Kliwon;Mojo;Kuliner;-7.5900492;110.8358868;;
Ester Laundry;jasa laundry ;Pasar Kliwon;Mojo;Lain-lain;-7.5892967;110.8361952;;
Warung Ainun;WARUNG MAKAN AINUN;Laweyan;Baron Kunden Rt.2 Rw.2 Panularan;Kuliner;-7.5731348;110.805117;;
Pakaian Bekas Bu Yekti;menjual baju bekas;Banjarsari;Cinderejo Kidul;Fashion;-7.5548837;110.824741;;
Maju Jaya/Ismanto;menjual pakaian di pasar;Pasar Kliwon;Pasar Klewer Lantai 4 Blok G28-29;Fashion;-7.5754476;110.8265877;;
Selat Solo Cik Min;menjual selat solo;Serengan ;Teposanan ;Kuliner;-7.5695496;110.8153955;;
Dagang Mie Ayam;beli bahan mie, ayam, tahu tempe, saus cabe dst, juga minuman;Pasar Kliwon;Sangkrah;Kuliner;-7.5790517;110.8418008;;
Gado Gado Hermin;membuat dan menjual makanan;Jebres;Genengan;Kuliner;-7.5405691;110.8325271;;
Lesehan Om Slamet;menjual tengkleng;Banjarsari;Shelter Kota Barat;Kuliner;-7.562303127709750;110.80709352739800;;
Sol Sepatu Pak Do;service sol sepatu dan sandal;Pasar Kliwon;Sangkrah;Lain-lain;-7.5762171;110.8363306;;
Warung Kelontong;menjual sembako;Pasar Kliwon;Kedung Lumbu;Lain-lain;-7.5742717;110.8341759;;
Warung Makan Mb Titik;bakso,nasi soto,nasi ayam, lotek;Pasar Kliwon;Galabo Siang Blok A Jl.Mayor Sunaryo Kedung Lumbu;Kuliner;-7.5729052;110.8301805;;
Kolor Yesyou;Menjual celana boxer dengan memasarkan produknya di rumah dan online WA;Jebres;Pucangsawit;Fashion;-7.568970222222220;110.8491745;;
Jahit Bu Dedeh;melayani jasa jahit gamis, hem, celana;Banjarsari;Bibis Baru;Fashion;-7.5513312;110.8352248;;
Handicraft;membuat masker,konektor;Banjarsari;Jl.Ngadisuman;Lain-lain;-7.5629466;110.8197345;;
Darmadi Jadah;MEMBUAT DAN MENJUAL MAKANAN JADAH;Banjarsari;"Jogobayan
Setabelan";Kuliner;-7.56327;110.8279019;;
Kios Sembako;sembako;Jebres;Debegan;Lain-lain;-7.5545997;110.8412614;;
Toko Berkah;menjual beras, mie, makanan ingan;Banjarsari;Bibis Baru;Lain-lain;-7.553305;110.83449;;
Warung Sayur Ss;menjual sayur mentah;Banjarsari;Bibis Baru;Lain-lain;-7.5527373;110.8347272;;
Ari Taylor;melayani jasa jahit hem cewek cowok;Banjarsari;Bibis Baru;Fashion;-7.5532899;110.8351371;;
Dagang Pakaian Anak Anak;beli pakaian jadi, baju anak, daster, dsb, jual konsumen;Pasar Kliwon;Sangkrah;Fashion;-7.5790531;110.8417994;;
Bakmi Jawa Ayam Kampung Mbak Ari;menjual bakmi jowo;Banjarsari;Shelter Kota Barat;Kuliner;-7.562270254323600;110.80707593733800;;
Nasgor Dan Bakmi Suroboyo Bu Lies;menjual nasi goreng dan bakmi surabaya;Banjarsari;Shelter Kota Barat;Kuliner;-7.562273758066960;110.80706847577700;;
Tahu Walik Galantin;Makanan Olahan;Laweyan;Jalan. Setono 117;Kuliner;-7.570885499999990;110.79360989999900;;
Ayam Penyet Sambal Ijo Adsyen;nasi ayam sambal ijo,mendoan dan aneka minuman;Jebres;Pasar Panggung Rejo No.A29 Lt.1 ;Kuliner;-7.5546305;110.8551169;;
Warung Pak Hartono;beras, mie instan, rokok, sabun dan lain lain;Jebres;Gendingan;Lain-lain;-7.563275;110.8582996;;
Warung Bu Slamet;MENJUAL BERAS, MINYAK, GULA;Banjarsari;Kragilan;Lain-lain;-7.5382016;110.8294217;;
Warung Sayur Bu Marmi;SAYURAN, BERAS, MINYAK, GULA;Banjarsari;Sukorejo;Lain-lain;-7.53838;110.82911;;
Foto Copy Suharni;menjual alat tulis dan jasa fotocopy;Jebres;Gendingan;Digital;-7.5631114;110.8580334;;
Celana Kolor Mas Ikho;menjual celana kolor;Pasar Kliwon;Wirengan Rt 002 Rw 006 Baluwarti Pasar Kliwon Sura;Fashion;-7.5800076;110.8271824;;
Gorengan Bu Kasni;MEMBUAT DAN MENJUAL ANEKA GORENGAN;Banjarsari;Sukorejo;Kuliner;-7.5382014;110.828892;;
Mitra Jaya Sablon Studio;SABLON;Banjarsari;Kragilan Rt04 Rw12;Digital;-7.5383043;110.8287968;;
Reparasi Min Sanyo;menerima jasa reparasi mesin pompa air (ketika pump) ;Jebres;Gendingan;Lain-lain;-7.5631914;110.8581752;;
Toko Kelontong Bu Wiji;Menjual Bahan Pokok;Banjarsari;Distrikan;Lain-lain;-7.550260027777770;110.81822202777700;;
Tahu Isi Mbak Nunuk;MEMBUAT DAN MENJUAL TAHU SUSUR(TAHU ISI) ;Banjarsari;"Pringgading
Setabelan";Kuliner;-7.5651156;110.8277786;;
Bakso Goreng Bu Lanjar;MENJUAL BAKSO GORENG;Banjarsari;Kragilan;Kuliner;-7.5378849;110.8291064;;
Lumpia Dan Kwatie;jual lumpia dan kwetie;Banjarsari;Jl Yosodipuro;Fashion;-7.5655123;110.8212471;;
Toko Kelontong Bu Yuni;menjual sembako di kios pinggir jalan;Banjarsari;Priiyobadan;Lain-lain;-7.5682204;110.8164497;;
Wedangan Borobudur;nasi sayur , aneka minuman dan gorengan;Banjarsari;Timuran;Kuliner;-7.5682242;110.819078;;
Toko Kkelontong Agus Wahyudi;menjual kebutuhan rumah tangga di kios kelontong di samping jalan;Banjarsari;Priobadan ;Lain-lain;-7.5682407;110.8164518;;
Cuci Mobil;jasa cuci mobil roda 4 ;Pasar Kliwon;Timuran;Lain-lain;-7.5662629;110.8182737;;
Hanung Garden;Menjual tanaman hias;Banjarsari;Mangkubumen, Depan Pasar Nongko;Lain-lain;-7.5580361;110.8154275;;
Counter Arjuna;menjual voucher kuota ,headset,kabel data;Banjarsari;Mangkubumen;Digital;-7.5553316;110.8149999;;
Es Degan Pak Eko;Menjual Minuman;Banjarsari;Distrikan;Kuliner;-7.5488180555555500;110.82130430555500;;
Salon Furoida Makeup;menerima jasa make up dan sewa baju pengantin;Jebres;Gendingan;Lain-lain;-7.5631873;110.8582344;;
Warung Bu Srikandi;menjual beras, sabun, gula pasir dan lain lain;Jebres;Gendingan;Lain-lain;-7.5631838;110.8581005;;
Warung Makan Pak Agus Kustati;menjual aneka gorengan dan nasi sayur;Pasar Kliwon;Gurawan ;Kuliner;-7.5821717;110.8292067;;
Servis Elektronik Pak Guh;Menyediakan jasa servis lampu dan kipas;Laweyan;Jalan Nangka No 33 Kerten;Lain-lain;-7.553907296758300;110.79643771014400;;
Telur Pontianak Andhita;menjual telur pontianak;Laweyan;Pajangan;Lain-lain;-7.5628603;110.7849647;;
Uciklat;Makanan Olahan;Laweyan;Jalan. Blimbinh No. 17;Kuliner;-7.5589712;110.7902452;;
Rosok;beli barang rosok dari konsumen, pilah-pilih, timbang, jual;Pasar Kliwon;Sangkrah;Lain-lain;-7.5790518;110.8418003;;
Kios Bunga Mawar;Menjual tanaman hias;Banjarsari;Mangkubumen Rt.01/07 Depan Pasar Nongko;Lain-lain;-7.5581884;110.8153842;;
Kelontong Sri Priyanti Pasar Gading;menjual aneka kebutuhan sehari hari;Pasar Kliwon;Gurawan ;Lain-lain;-7.5835658228282000;110.82630660981300;;
Kios Baju Bekas Bu Aminatun Pasar Gading;menjual baju bekas;Pasar Kliwon;Gurawan ;Fashion;-7.583642239706650;110.82639078346100;;
Ratim 134;MEMBUAT AMPYANG DAN PEYEK;Banjarsari;Kragilan Rt04 Rw12;Kuliner;-7.537924;110.8298225;;
Tenongan Mb Nur;"arem"" nasi kuning, sosis, gembukan, roti meses, klepon, rainbow cake, bronis, wajik, jadah,jelly,krupuk rambak tahu bacem,donat,karang gesing, bikang ambon, sosis  pedes dll";Banjarsari;Gumunggung ;Kuliner;-7.5534914;110.8170067;;
Warung Soto & Sayur;nasi soto & sayur;Pasar Kliwon;Kusumodilagan ;Kuliner;-7.589413;110.8269862;;
Kios Sembako Bu Srinem Pasar Gading;telur.tepung terigu,beras,gula merah,gula pasi;Pasar Kliwon;Gurawan;Lain-lain;-7.583629774389600;110.82636510429300;;
Jual Telur Asin Mbah Sarti Pasar Gading;menjual telor asin;Pasar Kliwon;Gurawan;Kuliner;-7.5837358;110.8265438;;
