Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Studio Kopi;Kedai Kopi;Laweyan;Panulan;Digital;-7.574781;110.8063069;;
Penjahit Permak Bp. Surono;Menjahit Permak;Pasar Kliwon;Jalan Veteran No. 56 Depan Gbi Gading Gajahan Pasarkliwon Surakarta;Fashion;-7.5747836;110.8063034;;
Toko Kelontong;menjual perlengkapan kebutuhan;Jebres;Jl Sibela Tengah I/2 Rt 02 Rw 24;Lain-lain;-7.5786802;110.839716;;
Warung Soto;Menjual Soto Ayam dan Ketoprak ;Jebres;Jl Tambora Raya 11 Rt 04 Rw 22 Mojosongo ;Kuliner;-7.555869972222222;110.84569397222222;;
Warung Makan Ijo;menjual makanan siap saji;Banjarsari;Jl. Pemugaran Utama No. 16 Kadipiro Banjarsari ;Kuliner;-7.5764246;110.8255316;;
Desi Purwandani;ambil bahan kani potong jahit  ;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5732027777777775;110.81296388888889;;
Warung Bu Sri Suyamti;MENJUAL NASI SAYUR, ES TEH, ES JERUK DAN MINUMAN SACHETAN;Jebres;"Jl. A. R. Hakim
Kepatihan Kulon";Kuliner;-7.583418199722222;110.82457019972222;;
Peternakan Ayam Jawa Pak Hadi;Jasa pemotongan ayam jawa atau Rumah Potong;Pasar Kliwon;Sangkrah Rt 01 Rw 01, Pasar Kliwon, Surakarta ;Lain-lain;-7.5373849;110.8439456;;
Bintang Hampers;MENJUAL /MENERIMA PESANAN BOX SOUVENIR(HAMPERS) ;Jebres;Kepatihan Kulon;Lain-lain;-7.5349254;110.8406284;;
Warung Dhe Sri;jualan aneka minuman es, gorengan& snack ringan;Pasar Kliwon;Sangkrah;Kuliner;-7.5399855;110.8193048;;
Warung Mas Ateng;Menjual berbagai Macam makanan ringan ;Pasar Kliwon;Sangkrah Rt 01 Rw 07, Pasar Kliwon, Surakarta;Kuliner;-7.5785373;110.8404278;;
Alat Olahraga;Membuat Alat Olahraga ;Pasar Kliwon;Sangkrah Rt 01 Rw 01, Pasar Kliwon, Surakarta ;Lain-lain;-7.5610046;110.8303781;;
Yuni Salon;potong rambut pria&wanita;Pasar Kliwon;Sangkrah;Lain-lain;-7.5753522;110.8406889;;
Soto Seger Demangan;menjual aneka lauk, soto& timlo;Pasar Kliwon;Sangkrah;Kuliner;-7.561639;110.8297543;;
Jadah Blondro Kamsuli;MENJUAL JADAH BLONDRO;Jebres;Kepatihan Kulon;Kuliner;-7.5793586;110.8392494;;
Kusuma Laundry;Laundry pakaian dewasa dan anak anak;Jebres;Purwopuran;Lain-lain;-7.5762675;110.8398407;;
Warung Makan Bu Rini;menjual makanan;Jebres;Rejosari;Kuliner;-7.5751592;110.8378567;;
Empon Empon Bu Parmi;Menjual bumbu dapur;Pasar Kliwon;Pasar Tunggul Sari, Sampangan, Pasar Kliwon, Surakarta ;Lain-lain;-7.5766171;110.8346164;;
Telur Asin Ajid;membuat telur asin & pennyuplai telur bebek;Pasar Kliwon;Sangkrah;Kuliner;-7.576961;110.8384858;;
Angkringan Pak Tato;jualan wedangan/angkringan;Pasar Kliwon;Sangkrah;Kuliner;-7.562386;110.8296111;;
Jahit Konveksi Mbak Ipuk;obras kaos oblong;Pasar Kliwon;Sangkrah;Fashion;-7.564869;110.8375219;;
Lenjongan Bu Poniyem;menjual aneka jajanan tradisional;Pasar Kliwon;Sangkrah;Kuliner;-7.5634194;110.8425283;;
Warung Sembako Alkhalesha;menjual sembako;Pasar Kliwon;Semanggi;Lain-lain;-7.5751793;110.8360573;;
Modeste Tailor;menjahit busana;Pasar Kliwon;Semanggi;Fashion;-7.5791395;110.8393198;;
Warung Buk Pit;menjual sembako;Pasar Kliwon;Semanggi;Lain-lain;-7.5770489;110.8416405;;
Warung Mas Kus;MENJUAL NASI SAYUR DAN ES TEH/JERUK;Jebres;Jl. Marshella (Utara Dr. Burhan) ;Kuliner;-7.5790029;110.8397343;;
Komar Kaos;membuat baju sesuai pesanan;Pasar Kliwon;Sangkrah ;Fashion;-7.5782824;110.8423187;;
Daster Sambung;membuat daster sambung dari kain perca;Serengan ;Tipes;Fashion;-7.5852549;110.8381607;;
Aneka Kue Ibu Yuni;Mengolah berbagai kue donat, lapis, dll;Pasar Kliwon;Sangkrah Rt 04 Rw 03, Pasar Kliwon, Surakarta;Kuliner;-7.5849085;110.8382199;;
Mie Bledheg Mbak Sum;menjual mie diolah menjadi mie rebus dan mie goreng ;Pasar Kliwon;Gambuhan Rt003 Rw 002 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.586452;110.8393848;;
Warung Klontong;warung klontong ;Jebres;Kampung Rejosari ;Lain-lain;-7.5624122;110.8301652;;
Kedai Es Mbak Ning;jual beli aneka minuman;Laweyan;Reksogadan;Kuliner;-7.5786882;110.8379692;;
Warmindo Lawe;jual nasi dan minum;Laweyan;Reksogadan;Kuliner;-7.5800133;110.8055017;;
Warung Makan Alya;menjual nasi sayur, lauk-pauk dan minuman;Jebres;Purwoprajan;Kuliner;-7.5729511;110.8354445;;
Seblak Mantull Betull;menjual seblak secara online maupun offline;Laweyan;Mondokan;Kuliner;-7.5760883;110.8246202;;
Warung Mantul;menjual bahan makanan, snack, bahan minuman dan barang kebutuhan rumah tangga lainnya;Laweyan;Mondokan;Lain-lain;-7.5626495;110.8390868;;
Ayam Pok-Pik;menjual nasi ayam;Jebres;Jln.  Brigjen Katamso;Kuliner;-7.5697072;110.8020378;;
Bakso Cinlok Dan Es Mas Dwi;Penjual cinlok dan Es;Jebres;Rejosari;Kuliner;-7.5696103;110.8018082;;
Bakso Goreng Mas Pur;MENJUAL BAKSO GORENG;Pasar Kliwon;Semanggi;Kuliner;-7.55943;110.8407358;;
Warung Mbak Mur;MENJUAL MAKANAN KECIL DAN BERBAGAI MACAM ES;Pasar Kliwon;Semanggi;Kuliner;-7.558476;110.8442845;;
Warung Bu Har;MENJUAL KEBUTUHAN SEHARI-HARI;Pasar Kliwon;Jl. Mahesosuro;Lain-lain;-7.5584763;110.8442854;;
Warung Makan Ayem;MENJUAL  NASI GORENG, BAKMI GORENG/GODOG, MIHUN GORENG/GODOG;Jebres;"Jl. Arifin 99
Kepatihan Kulon Jebres
Surakarta";Kuliner;-7.5565076;110.8385139;;
Warung Bu Sum;MENJUAL SEMBAKO;Pasar Kliwon;Semanggi;Lain-lain;-7.5635176;110.8422201;;
Warung Makan Bu Pur;menjual nasi sayur, lauk pauk, buah potong dan aneka minuman;Laweyan;Mondokan;Kuliner;-7.5863624;110.8384156;;
Penjahit Parini;vermak pakaian;Laweyan;Panularan Rt003 Rw004;Fashion;-7.5863626;110.8384236;;
Agustincell;menjual pulsa;Laweyan;Panularan Rt006 Rw004;Digital;-7.577336111111111;110.82319722222222;;
Warung Klontong Mb Endang;menjual minyak goreng,susu,Mie dll;Banjarsari;Gambirsari;Lain-lain;-7.5622161;110.8315514;;
Snack Mbak Nitta;menjual snack markuni;Banjarsari;Nayu;Kuliner;-7.5816188;110.8379902;;
Wedang Kacang Putih Bu Yatmi;menjual makanan dan minuman ;Jebres;Ngemingan;Kuliner;-7.558517;110.8440608;;
"Onde"" Poshita";"membuat dan menjual onde""";Laweyan;Purwonegaran ;Kuliner;-7.5747806;110.8062992;;
Por Pholis Pembersih Keramik;menjual pembersih keramik;Laweyan;Purwonegaran;Lain-lain;-7.5747787;110.8062979;;
Wedangan Bu Umi;Menjual Makanan ;Jebres;Kepuh Sari Rt 02 Rw 38 ;Kuliner;-7.5438392;110.8294846;;
Galery Art;menyediakan bahan baku untuk percetakan;Jebres;Tambora ;Desain;-7.5468836;110.8279269;;
Jamu Pak Sutrisno;Mengolah jamu tradisional;Pasar Kliwon;Sangkrah Rt 05 Rw 09, Pasar Kliwon, Surakarta ;Kuliner;-7.5614480833333335;110.83903502777778;;
Jasuke Super Joss;membuat olahan jagung;Pasar Kliwon;Gajahan;Kuliner;-7.5656878;110.8100498;;
Warung Makan Bu Sri Mulyani;Menjual Aneka Makanan;Pasar Kliwon;Jalan Veteran No. 56 Depan Gbi Gading Gajahan Pasarkliwon Surakarta;Kuliner;-7.5669385;110.8128938;;
Kue Leker Mbah Rusmani Gajahan;Menjual Kue Leker;Pasar Kliwon;Jalan Am Sangaji No 1 Gajahan Pasarkliwon Surakarta;Kuliner;-7.5361354;110.8492084;;
Karak Gendar Bibit Legi;membuat karak gendar;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5355816;110.8409647;;
Griptape Skateboard;membuat griptape Skateboard;Banjarsari;Dukuhan Nayu 02/08 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5778081;110.8376296;;
Asha Kidswear;Produksi Pakain Jadi ;Serengan ;Jl. Tejonoto Jogosuran Rt 03 Rw 05;Fashion;-7.582542916666666;110.82341002777778;;
Ceker Njengat;membuat masakan & menjualnya;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.583341199722222;110.8244916;;
Saung Uleg;Warung Makanan;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.5816537;110.82322209972222;;
Juice Salad Buah You Good;makanan dan minuman;Jebres;Perum Tiara Ardi Blok D No 8 Rt 04 Rw 35 Mojosongo Jebres Soll;Kuliner;-7.5467403;110.8289742;;
Pisang Coklat Bu Saroh;membuat dan membuat jajanan dari buah pisang;Serengan ;Teposanan;Lain-lain;-7.5468422;110.8291196;;
Warung Klontong Bu Titik;Warung kelontong;Jebres;Rejosari;Lain-lain;-7.5874027;110.8233974;;
Rengginan Mbah Marto;Produksi RENGGINAN dengan merk Mbah Marto;Jebres;Purwopuran;Kuliner;-7.5468;110.8290764;;
Warung Kelontong Pak'E;Menjual teh, sabun, pasta gigi, gula;Jebres;Kepatihan Kulon;Lain-lain;-7.5566314;110.8026367;;
Toko Sembako Mbak Maya;menjual sembako;Pasar Kliwon;Semanggi;Lain-lain;-7.5482025;110.8521566;;
Kerajinan Aquarium Mas Hafis;Menjual Aquarium;Banjarsari;Nayu;Kriya;-7.5696941;110.815647;;
Wedangan Pakde;menyediakan nasi bungkus, gorengan, snack, sayur dan aneka minuman;Jebres;Kandangsapi;Kuliner;-7.5636067;110.8424145;;
Es Gempol Pleret Dan Dawet Ibu Suliyem Klewer;menjual es dari gempol;Pasar Kliwon;Pasar Klewer F9;Kuliner;-7.5638305;110.837081;;
Seru Nih;Menjual aneka makanan dan minuman;Pasar Kliwon;Jalan Veteran No 52 Gajahan Pasarkliwon Surakarta;Kuliner;-7.5654869;110.8285306;;
Gado-Gado Terkuat Gajahan;Menjual Gado-gado;Pasar Kliwon;Gajahan Rt 02 Rw 01 Gajahan Pasarkliwon Surakarta;Kuliner;-7.5865407;110.8376469;;
Sate Kambing Mbak Tari;vermak pakaian;Pasar Kliwon;Sangkrah;Kuliner;-7.5458759;110.8267806;;
Beliuk Espo Daster;menjual daster;Banjarsari;Nayu;Kuliner;-7.5568428;110.8393275;;
Warung Klontong Bu Anna;warung kelontong;Banjarsari;Rajosari;Lain-lain;-7.575341222222222;110.82602691666666;;
Warung Klontong Anugrah;Warung Kelontong;Jebres;Rejosari;Lain-lain;-7.583510399722222;110.82457599972223;;
Warung Klontong Bu Tarjo;menjual minyak goreng,gula,susu,Sabun cuci,Sabun mandi,dll;Banjarsari;Nayu;Lain-lain;-7.582326799722222;110.8244576;;
Warung Klontong Bu Samiyem;Warung Kelontong;Jebres;Rejosari;Lain-lain;-7.5774187;110.838598;;
Warung Klontong Bu Lestari;Warung Kelontong Bu Lastri;Jebres;Rejosari;Lain-lain;-7.5466588;110.8274498;;
Warung Mbak Gita;Menjual Tempura , Gorengan , dan pop ice ;Jebres;Jl Rinjani Dalam Iv No 18;Kuliner;-7.5634103;110.8414314;;
Pukis Kinanti;Menjual Pukis dengan toping;Jebres;Lompo Batang;Kuliner;-7.5633683;110.8420909;;
Raja Pisang;makanan serba pisang bertoping;Jebres;Lompo Batang;Kuliner;-7.5462177;110.8279994;;
Kue Apem;jasa pesanan apem;Jebres;Tegalharjo Rt 03/06;Kuliner;-7.5635869;110.8412146;;
Gerabatan Ibu Suliyani;Menjual sayur dan bahan pokok;Banjarsari;Pasar Legi;Lain-lain;-7.5640186;110.8423702;;
Bakso Sarno;Menjual bakso di pasar legi;Banjarsari;Pasar Legi Blok Ka.17 Ka.18;Kuliner;-7.538657;110.8410059;;
Bridge'S Kitchen;PENJUALAN NASI BOX AYAM GORENG DAN AYAM BAKAR VIA OJEK ONLINE;Pasar Kliwon;Kampungbaru Rt 01 Rw 06 Kota Surakarta;Kuliner;-7.5357114;110.8402661;;
Es Polar;delivery Es Polar;Jebres;Jl.Damar,Kepatihan Wetan;Kuliner;-7.5357152;110.8402649;;
Jahit Bu Mangesti;Menyediakan Daster untuk dijual;Jebres;Tegalharjo Rt.04 Rw.05, Tegalharjo, Jebres, Surakarta ;Fashion;-7.5580469;110.8344066;;
Warung Makan Pak Kumis;Menjual Makanan Gorengan berbagai Jenis;Jebres;Tegalharjo Rt.04 Rw.04, Tegalharjo, Jebres, Surakarta ;Kuliner;-7.5631915;110.8246399;;
Penjahit Risma;jasa menjahit pakaian;Pasar Kliwon;Sewu Rt 03 Rw 03;Fashion;-7.5626906;110.8249597;;
Penjahit Mx Suryadi;Jasa menjahit kemeja, batik, celana panjang, jas;Pasar Kliwon;Kampungbaru Rt 01 Rw 06;Fashion;-7.5654244;110.8278529;;
Bengkel Bubut Prakosa Tehnik;Jasa bubut, miling, dan las ;Pasar Kliwon;Jalan Wentar Rt 01 Rw 06 Kampungbaru;Lain-lain;-7.5646125;110.8333989;;
Aneka Gorengan;berjualan gorengan( tempe, tahu, pisang goreng dll);Jebres;Posanan Rt 01/06 Jebres Surakarta;Kuliner;-7.5609787;110.8327864;;
Jejepeach_Shop;menjual kaset album artis kpop;Jebres;Sudiroprajan;Digital;-7.5605446;110.8325407;;
Dapur Alhesa;membuat snack, kue;Jebres;Kalirahman;Kuliner;-7.5716702;110.8440074;;
Intip Mbah Yati;membuat makanan intip;Jebres;Kalirahman;Kuliner;-7.5654387;110.8278553;;
Warung Pak Rusdi;Warung Kelontong (Mie instant, kopi sascet, gula, teh, beras);Jebres;Kalirahman;Lain-lain;-7.5652919;110.8279645;;
Kunir Asem Bu D Jenggot;membuat minuman kunir asem;Jebres;Kandamgsapi;Kuliner;-7.5582549;110.8330908;;
Harmini;jual sayur;Pasar Kliwon;Kedung Lumbu;Lain-lain;-7.5702981;110.8352909;;
Ayam Potong Bu Suparmi;Menjual ayam potong dan tahu bakso;Banjarsari;Pasar Legi;Lain-lain;-7.572424;110.8374021;;
Toko Mbk Indah;MENJUAL SEMBAKO;Pasar Kliwon;Semanggi;Lain-lain;-7.572435;110.8373877;;
Cmc Comp;menyediakan jasa pengetikan dokumen, mencetak dokumen, dan jual beli alat tulis kantor;Jebres;Petoran;Lain-lain;-7.5723911;110.8380032;;
Rental Savana;rental;Serengan ;Joyotakan;Digital;-7.5576094;110.840442;;
Toko Kelontong Flokez;Jualan bahan pokok;Serengan ;Joyotakan;Lain-lain;-7.5755339;110.8306065;;
Toko Kelontong Fredy;berjualan sembako meliputi rokok, beras, minyak;Jebres;Tegalharjo Rt 03/06 Jebres, Surakarta;Lain-lain;-7.5628014;110.8249765;;
Lotis Dan Es Mbak Sur;menjual lotis, rujak dan es;Jebres;Mijen;Kuliner;-7.5835408;110.8370569;;
Penjahit Nanik;menjahit pakaian ;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Fashion;-7.558652499722222;110.8459852;;
Nasi Goreng Mas Kim;menjual nasi goreng ;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.5927786;110.8202552;;
Onde Onde Kumbu Edarmi;membuat onde2 kumbu;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5927687;110.8202586;;
Jadah Wajik Warjono;membuat wajik dengan bahan ketan;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5588824;110.834212;;
Salon Heni;jasa salon kecantikan dan potong rambut;Laweyan;Mutihan ;Lain-lain;-7.5684422;110.8347039;;
Es Degan Putri;menjual es degan;Banjarsari;Bibis Wetan ;Kuliner;-7.5465238;110.8290897;;
Wedangan Bang Vijai;jual es teh, gorengan, nasi bungkus dll;Banjarsari;Bibis Wetan;Kuliner;-7.5461891;110.8288098;;
Jual Alat Tulis Sutiman;jualan alat-alat tulis seperti buku, pensil, penggaris, folio dll secara grosir;Laweyan;Mutihan;Lain-lain;-7.5467773;110.8292946;;
Kelontong Haryanti;jual beli  air minum kemasan, mie instan dll;Banjarsari;Cinderejo Lor;Lain-lain;-7.5466748;110.8291731;;
Nasi Goreng Pak Waluyo;memasak nasi goreng.;Banjarsari;Cinderejo Lor;Kuliner;-7.5661752;110.7893516;;
Jasa Menjahit Baju Laki Perempuan;menjahit kemeja dan blouse;Pasar Kliwon;Kedung Lumbu ;Fashion;-7.5558288;110.8369473;;
Penjahit Yulia;MENERIMA JAHITAN;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Fashion;-7.5572233;110.8353708;;
Bakso Cilok & Bakso Bakar;menjual bakso cilok & bakar;Banjarsari;Bibis Wetan;Kuliner;-7.5662347;110.7890431;;
Jasa Reparasi Mobil;Jasa reparasi mobil;Banjarsari;Jl. Hasanudin 117 Rt.01/01;Lain-lain;-7.5530886;110.8269427;;
Pempek -Pempek Palembang;jual beli empek- empek-.;Banjarsari;Cinderejo Lor;Kuliner;-7.5529283;110.8262234;;
Kelontong Bu Saryanik;toko kelontong yang menjual kebutuhan pokok sehari-hari didalam rumah;Laweyan;Mutihan;Lain-lain;-7.5702852;110.8353672;;
Usaha Sprei;membuat  aneka sprei, sarung bantal,guling,bad cover dll;Banjarsari;Cinderejolor;Lain-lain;-7.5371803;110.8298185;;
Warung Makan Bu Tatik;menyajikan makan dan minum;Banjarsari;Timuran;Kuliner;-7.5541327;110.8346531;;
Warung Bubur Mbak Hari;menjual bubur, nasi liwet, es teh, es jeruk di rumah;Banjarsari;Sumber;Kuliner;-7.5577978;110.8190323;;
Menjahit;jasa menjahit baju di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5529013;110.8259565;;
Toko Neza;"menjual secara online berbagai macam daster; skincare; hijab";Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Lain-lain;-7.5662981;110.7891421;;
Penjahit;jasa menjahit baju dan celana di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5528996;110.8259543;;
Menjahit;jasa menjahit berbagai macam baju dan celana di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5682386;110.8191416;;
Supliyer Hik Bu Rohmiatin;menitipkan barang dagangan ke wedangan berupa kikil, telur puyuh, koyor;Banjarsari;Mangkubumen Rt2 Rw1 Banjarsari Surakarta;Kuliner;-7.5492511;110.8055239;;
Pedagang Jamu;menjual jamu tradisional di rumah;Pasar Kliwon;Sangkrah;Kuliner;-7.578725;110.8405683;;
Lc Fashion;menjual pakaian lc;Banjarsari;Timuran Rt1 Rw3 ;Fashion;-7.5535834;110.8123286;;
Warung Mieroso;Menjual nasi goreng, bakmi goreng, paklay, capjay dan berbagai jenis minuman;Banjarsari;Cinderejo Lor ;Kuliner;-7.5777267;110.8403067;;
Kedai Es Om Tong;menjual es ;Pasar Kliwon;Jln.Mayor Sunaryo;Kuliner;-7.5783833;110.8403317;;
Pleno Tailor;jasa jahit pakaian;Banjarsari;Timuran Rt1 Rw3 Banjarsari Surakarta;Fashion;-7.5528341;110.8133016;;
Edi Prasetiyo;menjual olahan dari telur di rumah;Pasar Kliwon;Sangkrah;Fashion;-7.5784;110.8403;;
Jahit Bu Sumarni;jasa penjahit pakaian atasan;Banjarsari;Mangkubumen Rt1 Rw1 Banjarsari Surakarta;Fashion;-7.5653173;110.8192083;;
Warung Kelontong C Sri Lestari Ms;menjual berbagai kebutuhan rumah tangga di rumah;Banjarsari;Timuran;Lain-lain;-7.5541092;110.821621;;
"Toko ""Izaldi""";MENJUAL BARANG ² KELONTONG ECERAN DI TOKO;Jebres;"Pasar Ayu
Jl Monginsidi";Lain-lain;-7.5726791;110.8302018;;
Pondok Bakmi Sumber Eco;menjual nasi goreng, bakmi goreng, cap jay, es teh, es jeruk di rumah;Banjarsari;Sumber;Kuliner;-7.5651723;110.818079;;
Warung Makan Yudistira;menjual makanan dan minuman;Banjarsari;Jl.Depok;Kuliner;-7.5782583;110.8400352;;
Diapro;membuat dan menjual alat perkusi drumband untuk tingkat pendidikan TK;Banjarsari;Timuran Rt2 Rw4 Banjarsari Surakarta;Lain-lain;-7.5531644;110.8136683;;
Toko Kelontong Bagus;Toko Kelontong;Banjarsari;Pasar Nusukan;Lain-lain;-7.5678682;110.8199604;;
Jamu Mbah Wiji;MEMBUAT JAMU;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5573189;110.8226461;;
Warung Klontong;menjual berbagai macam kebutuhan pokok di warung ;Pasar Kliwon;Sangkrah;Lain-lain;-7.5488945;110.8055305;;
Mebel Pak Katiman;MEMBUAT GAZEBO;Banjarsari;Dukuhan Nayu Rt02 Rw21 Banjarsari Banjarsari Surakarta;Kriya;-7.552554030602218;110.81064877682554;;
Sosis Basah;membuat sosis basah;Banjarsari;Grogolan;Kuliner;-7.5682523;110.8192902;;
Aa Katering;MENERIMA PESANAN MAKANAN UNTUK ACARA;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5468303;110.8209309;;
Warung Makan Bu Sati;menjual makanan dan minuman;Banjarsari;Pasar Depok;Kuliner;-7.5405267;110.8302972;;
Riko Kana Shop;MENJUAL MIE INSTAN RICIS, MASKER, MASKER  WAJAH. ;Jebres;"Kepatihan Kulon
";Kuliner;-7.5789699;110.8411661;;
Mie Ayam Pak Tarno;MENJUAL MIE AYAM;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.540711;110.8295953;;
Snack Berkah;MEMBUAT PEYEK, CUMI;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5606928;110.8213339;;
Mannuel Konveksi;membuat berbagai macam pakaian di rumah;Pasar Kliwon;Sangkrah ;Fashion;-7.5379134;110.8297935;;
Bengkel Las Family Grup;MEMBUAT PESANAN PAGAR, TRALIS, PINTU BESI;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Lain-lain;-7.55255644476028;110.81064597148037;;
Sembako Bu Widji;ISI ULANG AIR MINUM;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5598467;110.8310935;;
Depot Air Minum Isi Ulang Rumah Annur;menjual sembako;Banjarsari;Timuran Rt 4 Rw 4 Banjarsari;Lain-lain;-7.5377367;110.8301667;;
Dekik Frozen Food;MEMBUAT RISOL LUMPIA;Banjarsari;Dukuhan Nayu Rt02 Rw21 Banjarsari Banjarsari Surakarta;Kuliner;-7.5406367;110.8300741;;
Bintang Cemerlang;MENYEDIAKAN PERLENGKAPAN SEKOLAH;Banjarsari;Dukuhan Nayu Rt03 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5790712;110.8415051;;
Depot Lan;MENJUAL SOP, SELAT, BAKMI TOPRAK, SOTO AYAM DAN ES TEH ES JERUK;Banjarsari;"Jl. Abdul Muis No. 65
Setabelan Banjarsari
Surakarta";Kuliner;-7.53792;110.8304167;;
Warung Mie Ayam Bakso Pak To;MENJUAL SOP, SELAT, BAKMI TOPRAK, SOTO AYAM DAN ES TEH ES JERUK;Banjarsari;"Jl. Abdul Muis No. 65
Setabelan Banjarsari
Surakarta";Kuliner;-7.5411728;110.8300967;;
Warunh Soto Pal Harno;MENYEDIAKAN MAKANAN DAN MINUMAN DI WARUNG;Jebres;Jl.Monginsidi;Kuliner;-7.5675567;110.8171217;;
Servis Elekteonik Arip;menjual soto;Laweyan;Jl  Kasuari;Kuliner;-7.5402306;110.8302227;;
Jual Daging Ayam Potong Mb Dani;MENERIMA JASA SERVIS ELEKTRONIK;Jebres;Kepatihan Kulon;Lain-lain;-7.5407109;110.8301698;;
Rambak Dan Karak Mbah Jan;menjual daging ayam potong di loss pasar;Pasar Kliwon;Sangkrah ;Kuliner;-7.5598508;110.8295044;;
Melukis Kain;membuat karak dan rambak ;Laweyan;Mutihan;Kuliner;-7.5598508;110.8295044;;
Alat Listrik Toko Hongkong;jasa melukis kain di rumah;Pasar Kliwon;Sangkrah;Lain-lain;-7.5573691;110.8230969;;
Angkringan;menjual alat listrik;Pasar Kliwon;Timuran Rt1 Rw5 Banjarsari Surakarta;Kuliner;-7.5530939;110.8056478;;
Bakso Pak Jo;menjual berbagai macam nasi bungkus,lauk pauk,minuman,dll;Pasar Kliwon;Sangkrah ;Kuliner;-7.5603772;110.8302533;;
Bakso P Slamet;mengolah daging sapi menjadi bakso menjual  menu bakso sedia aneka minuman panas/dingin;Pasar Kliwon;Kedunglumbu Rt 4/2;Kuliner;-7.5791284;110.8415458;;
Laundry Annur;JASA LAUNDRY;Banjarsari;Dukuhan Nayu Rt01 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5666565;110.7894098;;
Warung Sayur Mbah Bibit;menjual sayuran segar dan bahan makanan mentah;Laweyan;Jl. Sawo Jajar;Kuliner;-7.578424;110.8408757;;
Bakmi Dan Nasi Goreng Ikatan;menjual makanan seperti bakmi goreng, nasi goreng, es the;Banjarsari;Timuran Rt1 Rw7 Banjarsari Surakarta;Kuliner;-7.5679889;110.8219773;;
Catering;membuat makanan berdasar pesana konsumen di rumah;Pasar Kliwon;Sangkrah ;Kuliner;-7.5791268;110.8415468;;
Belut Daun Singkong;menjual belut goreng di rumah;Pasar Kliwon;Sangkrah ;Lain-lain;-7.5781835;110.8371754;;
Warung Makan Bu Arum;nasi sayur,nasi lauk,es teh;Banjarsari;Joglo;Kuliner;-7.541191;110.8301083;;
Kelontong Bu Endang;menjual makanan ringan, gula, mie;Banjarsari;Bibis Baru;Lain-lain;-7.5487993;110.7947299;;
Al El Collection;MEMBUAT DAN MENJUAL GIWANG, LIONTIN DAN KALUNG TALI BENANG;Banjarsari;"Jogobayan 
Setabelan";Fashion;-7.5655085;110.8194709;;
Adhyaksa Laundry;Jasa Laundry;Laweyan;Jl. Fajar Indah Vi No 10;Lain-lain;-7.5787583;110.8403283;;
Omah Klambi;melayani jasa laundry;Banjarsari;Bibis Baru;Lain-lain;-7.5791212;110.8402327;;
Mie Ayam Gama;menjual mie ayam dan nasi sayur;Banjarsari;Bibis Luhur Rt01 Rw22;Kuliner;-7.5421083;110.82239;;
Konveksi Kain Perca;beli bahan, kain perca, benang, karet, kancing, dsb;Pasar Kliwon;Sangkrah;Fashion;-7.5514361;110.83479;;
Warung Kelontong Bu Iik;minyak goreng,tepung,beras,sabun mandi, gula , mie instan, le mineral, sabun cuci dll;Banjarsari;Tegalmulyo ;Lain-lain;-7.5632777;110.8279132;;
Soto Lamongan Pak Harto;menjual soto Lamongan,es teh,gorengan;Banjarsari;Sumber Nayu;Kuliner;-7.5519782;110.7867474;;
